sample_x	sample_y	correlation
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554608_D12R1VvriAligned.counts.txt.gz	0.848539632282042
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554611_D13R1VvriAligned.counts.txt.gz	0.847437454037792
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554601_D9R3VvriAligned.counts.txt.gz	0.773103054498952
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554548_D11R2VvcsAligned.counts.txt.gz	0.779634967355587
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554609_D12R2VvriAligned.counts.txt.gz	0.831898440594021
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554612_D13R2VvriAligned.counts.txt.gz	0.843996435303825
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554544_D9R3VvcsAligned.counts.txt.gz	0.843307369501428
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554546_D10R3VvcsAligned.counts.txt.gz	0.804484439816358
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554549_D11R3VvcsAligned.counts.txt.gz	0.78941138212609
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554603_D10R2VvriAligned.counts.txt.gz	0.794204031681686
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554604_D10R3VvriAligned.counts.txt.gz	0.752356202613582
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554506_D10R2VamuAligned.counts.txt.gz	0.603356645143589
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554500_D9R2VamuAligned.counts.txt.gz	0.614345218327762
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554502_D9R3VamuAligned.counts.txt.gz	0.570458659684037
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554508_D10R3VamuAligned.counts.txt.gz	0.561962840716862
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554504_D10R1VamuAligned.counts.txt.gz	0.515983942202585
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554488_D7R1VamuAligned.counts.txt.gz	0.62005379866758
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554490_D7R2VamuAligned.counts.txt.gz	0.592660778202142
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554492_D8R1VamuAligned.counts.txt.gz	0.558013573155488
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554494_D8R2VamuAligned.counts.txt.gz	0.577250883936911
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554496_D8R3VamuAligned.counts.txt.gz	0.597568515626473
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554491_D7R3VamuAligned.counts.txt.gz	0.609745217884344
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554478_D4R1VamuAligned.counts.txt.gz	0.650397076397154
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554480_D4R3VamuAligned.counts.txt.gz	0.64239642582578
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554481_D4R4VamuAligned.counts.txt.gz	0.677316994044866
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554483_D5R1VamuAligned.counts.txt.gz	0.680189552999358
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554484_D5R2VamuAligned.counts.txt.gz	0.628933994950922
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554486_D5R3VamuAligned.counts.txt.gz	0.6483450407073
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554656_D9R2VripAligned.counts.txt.gz	0.733351687335833
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554658_D10R1VripAligned.counts.txt.gz	0.6037578339713
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554652_D8R1VripAligned.counts.txt.gz	0.641832814577059
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554661_D11R1VripAligned.counts.txt.gz	0.596148409231817
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554665_D12R2VripAligned.counts.txt.gz	0.632209357766893
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554660_D10R3VripAligned.counts.txt.gz	0.703406759479053
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554659_D10R2VripAligned.counts.txt.gz	0.674342010267012
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554657_D9R3VripAligned.counts.txt.gz	0.689219532971851
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554662_D11R2VripAligned.counts.txt.gz	0.68837893829241
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554663_D11R3VripAligned.counts.txt.gz	0.627800791693307
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554664_D12R1VripAligned.counts.txt.gz	0.691804413924183
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554666_D12R3VripAligned.counts.txt.gz	0.677796247435813
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554613_D13R3VvriAligned.counts.txt.gz	0.774367631140938
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554614_D14R1VvriAligned.counts.txt.gz	0.734224694728249
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554616_D14R3VvriAligned.counts.txt.gz	0.703589013421561
