dataset	sample_id	matrix_column	genotype	condition	context	time	replicate	qc_status	source_file
GSE337039	SRR39326593	12685_5751_144688_HW3JMBGXJ_NSF023_G03_1_12_19_TWM2_C_CACACT_R1	Marquette	Controlled_4C	raw_FASTQ	2	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326592	12685_5751_144689_HW3JMBGXJ_NSF023_H03_1_12_19_TWM3_C_CCGCAA_R1	Marquette	Controlled_4C	raw_FASTQ	2	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326591	12685_5751_144690_HW3JMBGXJ_NSF023_A04_2_12_19_TWM1_C_TTTATG_R1	Marquette	Controlled_4C	raw_FASTQ	3	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326590	12685_5751_144691_HW3JMBGXJ_NSF023_B04_2_12_19_TWM2_C_AACGCC_R1	Marquette	Controlled_4C	raw_FASTQ	3	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326589	12685_5751_144692_HW3JMBGXJ_NSF023_C04_2_12_19_TWM3_C_CAAGCA_R1	Marquette	Controlled_4C	raw_FASTQ	3	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326588	12685_5751_144693_HW3JMBGXJ_NSF023_D04_3_4_19_TWM1_C_GCTCGA_R1	Marquette	Controlled_4C	raw_FASTQ	4	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326587	12685_5751_144694_HW3JMBGXJ_NSF023_E04_3_4_19_TWM2_C_GCGAAT_R1	Marquette	Controlled_4C	raw_FASTQ	4	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326586	12685_5751_144695_HW3JMBGXJ_NSF023_F04_3_4_19_TWM3_C_TGGATT_R1	Marquette	Controlled_4C	raw_FASTQ	4	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326608	12685_5751_144666_HW3JMBGXJ_NSF023_A01_11_20_18_TWM1_F_CAGCGT_R1	Marquette	Natural	raw_FASTQ	0	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326607	12685_5751_144667_HW3JMBGXJ_NSF023_B01_11_20_18_TWM2_F_GATCAC_R1	Marquette	Natural	raw_FASTQ	0	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326596	12685_5751_144668_HW3JMBGXJ_NSF023_C01_11_20_18_TWM3_F_ACCAGT_R1	Marquette	Natural	raw_FASTQ	0	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326585	12685_5751_144669_HW3JMBGXJ_NSF023_D01_12_27_18_TWM1_F_TGCACG_R1	Marquette	Natural	raw_FASTQ	1	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326574	12685_5751_144670_HW3JMBGXJ_NSF023_E01_12_27_18_TWM2_F_ACATTA_R1	Marquette	Natural	raw_FASTQ	1	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326563	12685_5751_144671_HW3JMBGXJ_NSF023_F01_12_27_18_TWM3_F_GTGTAG_R1	Marquette	Natural	raw_FASTQ	1	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326552	12685_5751_144672_HW3JMBGXJ_NSF023_G01_1_12_19_TWM1_F_CTAGTC_R1	Marquette	Natural	raw_FASTQ	2	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326551	12685_5751_144673_HW3JMBGXJ_NSF023_H01_1_12_19_TWM2_F_TGTGCA_R1	Marquette	Natural	raw_FASTQ	2	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326550	12685_5751_144674_HW3JMBGXJ_NSF023_A02_1_12_19_TWM3_F_TCAGGA_R1	Marquette	Natural	raw_FASTQ	2	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326549	12685_5751_144675_HW3JMBGXJ_NSF023_B02_2_12_19_TWM1_F_CGGTTA_R1	Marquette	Natural	raw_FASTQ	3	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326606	12685_5751_144676_HW3JMBGXJ_NSF023_C02_2_12_19_TWM2_F_TTAACT_R1	Marquette	Natural	raw_FASTQ	3	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326605	12685_5751_144677_HW3JMBGXJ_NSF023_D02_2_12_19_TWM3_F_ATGAAC_R1	Marquette	Natural	raw_FASTQ	3	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326604	12685_5751_144678_HW3JMBGXJ_NSF023_E02_3_4_19_TWM1_F_CCTAAG_R1	Marquette	Natural	raw_FASTQ	4	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326603	12685_5751_144679_HW3JMBGXJ_NSF023_F02_3_4_19_TWM2_F_AATCCG_R1	Marquette	Natural	raw_FASTQ	4	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326602	12685_5751_144680_HW3JMBGXJ_NSF023_G02_3_4_19_TWM3_F_GGCTGC_R1	Marquette	Natural	raw_FASTQ	4	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
